ticket_id,customer_id,ticket_date,account_age_days,num_prev_tickets,avg_response_time_prev,product_category,issue_type,priority,ticket_text,urgent_flag
T00151,C7784,2025-12-08 18:55:40,34,1,4.85,Beauty,Product,Medium,"Hello, I have recently purchased a Beauty item from your website and have noticed an issue with the product. The item arrived damaged and I would like to request a replacement or a refund. Please let me know how I can proceed with this matter. Thank you.",0
T00152,C4906,2025-10-24 02:04:47,330,1,44.41,Beauty,Delivery,Low,"Subject: Delivery issue for Beauty item Hi there, I have recently purchased a Beauty item from your platform and I was wondering if you could look into the delivery status of my order. I was told by the shipping carrier that my package was delivered, but I have not received it yet. Could you please provide me with the delivery details so I can follow up with the carrier? Thank you.",0
T00153,C7475,2025-11-27 16:58:02,938,4,10.15,Clothing,Delivery,High,"Subject: Urgent Delivery Issue for Clothing Item Dear Support Team, I am writing to report a major issue with my recent order of a clothing item on your platform. I had placed the order on [date], and was expecting delivery by [expected delivery date]. However, I have not received my package yet, despite multiple tracking updates indicating that it has been delivered. I am extremely frustrated and concerned about the delayed delivery, and I was wondering if there",1
T00154,C6252,2025-10-07 13:03:15,109,2,47.62,Electronics,Other,Low,"Subject: Other issue with Electronics item - [Item Name] Dear Support Team, I hope this message finds you well. I have recently purchased the [Item Name] from your platform and have encountered an issue with it. The item arrived damaged and I am unable to use it as it is not functioning properly. Could you please assist me in resolving this matter? Thank you.",0
T00155,C2550,2025-10-28 00:59:52,625,1,35.97,Electronics,Product,Medium,"Title: Electronics Product Issue Body: Hi there, I'm having an issue with my recent purchase of an Electronics item on your website. After receiving and attempting to charge my device, I noticed that it doesn't seem to be functioning properly. I would really appreciate any assistance you can provide in resolving this matter. Thank you.",0
T00156,C2345,2025-10-15 04:51:14,1447,2,31.77,Clothing,Other,Low,"Subject: Clothing item issue ""Hello, I am writing to report an issue with a clothing item I purchased recently. Upon receiving the item, I noticed that one of the buttons had come off during shipping. I would like to request a replacement or a refund for this inconvenience. Thank you for your assistance.""",0
T00157,C5178,2025-11-02 10:41:40,896,0,6.22,Home,Refund,High,"I have just purchased a Home item, which I was really looking forward to receiving. However, upon receiving it, I realized that it was not in the condition I expected. I would like to request a full refund for this item as soon as possible.",1
T00158,C7596,2025-12-23 05:24:24,1335,0,17.02,Clothing,Refund,Low,"Subject: Refund for Clothing Item Dear Support Team, I recently purchased a Clothing item on your website. Unfortunately, upon receiving the product, I found that it did not fit properly and I would like to request a refund. Could you please let me know the steps I need to take in order to initiate the refund process? Thank you, Daniel",0
T00159,C9456,2025-12-19 20:15:54,1725,2,14.66,Electronics,Refund,High,"""Hi there, I recently purchased an electronics item on your website, but it has turned out to be defective. I would like to request a refund, but am unable to locate the option to do so on the website. Can someone please assist me in resolving this issue as soon as possible?""",1
T00160,C3529,2025-12-09 08:36:28,1359,2,34.26,Clothing,Refund,High,"“I have recently purchased a Clothing item from your website and I have received it, but upon trying it on, I found that it does not fit properly. I would like to request a full refund, please let me know what the next steps are to proceed with this process.”",1
T00161,C7709,2025-11-12 16:51:15,532,1,46.9,Groceries,Product,Medium,"I have encountered a problem with my recent purchase of Groceries item. I noticed that the item arrived damaged and the packaging was not as described on the website. I would like to request a replacement or a refund for this issue. Can you please provide me with a link to a replacement product, or let me know if I can process a refund for the damaged item?",0
T00162,C5899,2025-11-25 10:28:26,75,1,30.07,Clothing,Product,Low,"Hello, I recently purchased a black t-shirt from your website and noticed that one of the sleeves is coming loose. I would appreciate it if you could either replace the item for me or provide me with a solution to fix it. Thank you!",0
T00163,C8624,2025-12-18 19:28:33,1712,0,27.05,Beauty,Delivery,Medium,"Subject: Delivery Issue with Beauty Product Dear Support Team, I'm writing to report a delivery issue with the Beauty item I purchased on your website. The package was delivered, but it seems to be missing one of the items included in my order. Can you please assist me in resolving this matter? Thank you.",0
T00164,C8316,2025-11-24 23:39:15,688,0,43.98,Beauty,Delivery,Low,"Subject: Delivery issue with Beauty item Dear support, I am writing to report an issue with the delivery of a Beauty item that I recently purchased on your platform. The package was marked as delivered, but I have not received it yet. I kindly request your assistance in resolving this matter. Thank you, Ravi",0
T00165,C9423,2025-12-05 21:50:15,1957,3,23.0,Beauty,Refund,Medium,"""Dear Support Team, I am writing to request a refund for a Beauty item that I purchased on your platform. The product arrived damaged and I would like to request a full refund. Thank you for your help.""",0
T00166,C6703,2025-11-09 20:03:30,599,2,12.07,Beauty,Product,High,"Subject: Product Issue with Beauty Item --- Hi there! I recently purchased a Beauty item from your website and received it today. However, upon opening the package, I noticed that one of the items in the set was missing. I'm really frustrated as I was looking forward to using this product and now can't. Could you please let me know what can be done to resolve this issue? Thank you!",1
T00167,C6138,2025-12-08 15:07:00,360,0,17.46,Beauty,Payment,Low,"""Hello, I recently made a purchase of a Beauty item on your platform, however, I've encountered an issue with the payment processing. My card was charged successfully but I did not receive the item I ordered. Could you please look into this matter and provide me with an update on the status of my order?""",0
T00168,C3110,2025-12-22 11:09:10,302,1,19.94,Electronics,Delivery,Low,"Dear Support Team, I'm reaching out regarding the delivery of my recent Electronics purchase. The item was shipped on [date], and I have not yet received it. Can you please provide some insight into the status of my shipment? Thank you.",0
T00169,C9512,2025-12-09 16:30:04,333,1,44.91,Groceries,Delivery,Medium,"""Hello, I am writing to report an issue with my recent grocery delivery. The item I ordered has not arrived, and I was wondering if there is any information on when it will be delivered or if it has been lost in transit. Thank you for your help.""",0
T00170,C9445,2025-11-08 17:49:23,301,1,42.7,Clothing,Delivery,Low,"Subject: Delivery Issue with Clothing Item Dear Support Team, I am experiencing an issue with the delivery of a clothing item I purchased on your platform. The item was marked as shipped on [Date], but I have not received it yet. Can you please provide me with an update on the status of my delivery? Thank you. Alternatively: Dear Support Team, I am reaching out regarding the delivery of a clothing item I purchased on your platform.",0
T00171,C7397,2025-11-23 21:54:14,1670,0,21.48,Home,Product,Low,"Title: Home item not functioning as expected Hi there, I recently purchased a Home item from your store and have been experiencing some issues with it. The item in question is the [Insert Product Name Here] and it seems to be defective. I have tried using it as intended but it doesn't seem to work as expected. I was hoping that you could assist me in resolving this issue or provide some guidance on how I can proceed. Thank you in advance",0
T00172,C3655,2025-12-12 19:27:00,1381,3,6.38,Home,Other,Medium,I'm having trouble with one of my Home items. The item I'm referring to is a rug that I purchased in the last month. I've noticed some of the fibers are coming loose and it's starting to unravel. I'm just looking for some advice on how to fix it or what the best course of action would be. Thank you.,0
T00173,C3883,2025-12-24 14:11:55,657,1,4.37,Groceries,Product,Low,"Subject: Groceries - Product Issue Dear Support Team, I am reaching out about a recent purchase of groceries from your platform. Upon receiving the package, I noticed that one of the items, a carton of eggs, was damaged. I would like to request a replacement or a refund for this damaged product. Thank you for your assistance. Dear [Customer], Thank you for bringing this issue to our attention. I apologize for the incon",0
T00174,C3913,2025-10-27 00:36:17,1581,2,16.79,Home,Delivery,Low,"""Hello, I'm experiencing a delivery issue with a Home item I ordered recently. The item was marked as delivered, but I haven't received it yet. Can you please look into this for me and provide an update on the status of my order?""",0
T00175,C2506,2025-10-31 05:05:57,997,1,42.44,Beauty,Delivery,Low,"""Hi, I recently purchased a Beauty item on your website, and it has been delayed in delivery. The estimated delivery date was 2 days ago, and I haven't received any tracking information yet. Could you please look into this matter and provide me with an update on the status of my order?""",0
T00176,C3770,2025-12-05 16:16:31,1081,0,4.43,Home,Delivery,High,"I just purchased a home item from your platform, but the delivery has been delayed for several weeks without any updates. I am extremely frustrated and would like to know when I can expect my item to arrive.",1
T00177,C8655,2025-12-26 19:57:32,1556,0,32.0,Home,Refund,High,"Subject: Urgent Home item refund request Hi there, I recently purchased a Home item on your platform and it arrived damaged. I'm extremely disappointed with the quality of the product and I'd like to request a full refund. Could you please assist me with this matter as soon as possible?",1
T00178,C1237,2025-12-03 21:01:37,319,3,6.27,Electronics,Other,Medium,"Subject: Electronics Issue - Bluetooth Connectivity Dear Support Team, I am experiencing issues with the Bluetooth connectivity of my electronics item. The device is not appearing as an option to connect to in my phone's Bluetooth settings. Can you assist me in resolving this issue? Thank you. Best regards, Jane Doe.",0
T00179,C6287,2025-11-15 04:19:05,537,2,23.38,Home,Refund,Medium,"I recently purchased a Home item on your e-commerce platform. Unfortunately, the item I received was damaged upon delivery. I would like to request a refund for the item, please let me know the steps I need to take to initiate the refund process. I purchased a Home item on your platform and it arrived damaged. I would like to request a refund for the item, could you please advise me on the steps I need to take to initiate the refund process?",0
T00180,C6628,2025-11-27 00:56:51,440,1,5.96,Electronics,Payment,Medium,"""Hello there! I'm having an issue with my recent payment for an Electronics item on your platform. The payment was declined, and I'm not sure why. I was hoping you could help me understand what went wrong and how to resolve the issue so I can complete my purchase. Thank you!""",0
T00181,C1395,2025-12-20 08:24:12,1651,2,32.06,Beauty,Payment,High,"Subject: Urgent Payment Issue with Beauty Item Order Dear Support Team, I am writing to report a payment issue with my recent order of a Beauty item. Despite following the instructions on the website and entering my payment information correctly, my order was not processed and I have yet to receive my item. I am extremely frustrated and need this issue resolved as soon as possible. Can you please look into this matter and assist me in resolving this problem? Thank you",1
T00182,C2652,2025-10-12 22:54:31,1753,2,12.16,Electronics,Refund,Low,"Subject: Request for Refund for Electronics Item Dear Support Team, I am writing to request a refund for an Electronics item I purchased on your platform. The item arrived damaged and I am unable to use it. I would like to request a full refund, please let me know the steps I need to take to initiate the process. Thank you for your help.",0
T00183,C3266,2025-10-10 07:15:23,1477,1,40.11,Groceries,Refund,Low,"""Hello, I purchased an item from the Groceries category on your platform. However, the product I received was damaged upon delivery. I would like to request a refund for the item. Thank you for your assistance.""",0
T00184,C5774,2025-11-22 18:11:48,127,1,13.97,Groceries,Delivery,Low,"""Hello, I recently placed an order for groceries on your platform. I'm following up because the delivery of my order has been delayed, and I'm concerned about the freshness of the items. Could you please look into this and provide me with an update on when I can expect my order to arrive?""",0
T00185,C1934,2025-12-11 16:25:19,1658,1,14.45,Electronics,Delivery,Medium,"Subject: Electronics Delivery Issue Dear Support Team, I am writing to report an issue with the delivery of an electronics item I recently purchased from your platform. The item was supposed to arrive on [date], but it hasn't been delivered yet. I have checked the tracking information provided, but it seems to be incomplete or inaccurate. Could you please assist me in resolving this matter as soon as possible? Thank you.",0
T00186,C5053,2025-12-20 13:48:19,1141,1,2.05,Electronics,Payment,Low,I'm experiencing an issue with my recent purchase of an Electronics item. The payment processed successfully but the item hasn't been shipped yet. Can you please look into this and let me know what's going on?,0
T00187,C7961,2025-11-10 18:41:12,1303,2,23.9,Groceries,Delivery,High,"My groceries order, consisting of bread, milk, eggs, and a few other essentials, was supposed to be delivered today at 10 am. However, I have not received my package yet, and I’m worried because it’s now 4 pm. Where is my order, and why is it taking so long to arrive? I need these items urgently for my household, and this delay is causing me significant frustration.",1
T00188,C4060,2025-11-22 11:00:22,453,1,33.26,Clothing,Product,Medium,"I have purchased a Clothing item on your e-commerce platform, but upon receiving the product, I noticed that the fabric is not as soft as advertised. The fabric of the Clothing item I purchased is not as soft as advertised. I would like to request a replacement or a refund for the product. Thank you for your help.",0
T00189,C4732,2025-10-15 10:28:52,437,1,8.2,Clothing,Product,High,"“I recently purchased a blue sweater from your platform. Upon receiving the item, I noticed a small hole on the sleeve. I am extremely disappointed with the quality of the product and would like to request a replacement or a refund.” “I bought a red dress from your platform last week. The dress arrived in good condition, but when I tried it on for the first time, I noticed that one of the seams had come undone. I am extremely disappointed with the",1
T00190,C4093,2025-12-17 22:56:46,740,0,18.44,Groceries,Refund,Medium,"Subject: Refund for Groceries Item I recently purchased groceries from your platform. However, I found that one of the items in my order was not delivered. I would like to request a refund for this specific item. Can you please assist me with this matter? Thank you.",0
T00191,C4767,2025-10-12 13:23:31,434,2,6.94,Home,Refund,High,"--- Hi there, I am writing this ticket in regards to my recent purchase of a Home item. I have noticed that the product was delivered to me, however, I do not want or need it. I am requesting a full refund immediately. --- Hi there, I recently purchased a Home item from your platform and it arrived within the expected timeframe. However, upon receiving the item, I realized that it was not what I had",1
T00192,C4665,2025-11-23 05:36:43,270,5,20.46,Electronics,Product,High,"Subject: Electronics Product Defect Dear Support Team, I am writing to report a major issue with an electronics item I purchased from your platform recently. The product arrived damaged and is completely unusable. I am extremely frustrated with this experience and hope for a swift resolution.",1
T00193,C1777,2025-11-22 11:04:18,1166,2,24.94,Beauty,Payment,High,"""I have been trying to make a payment for an item on your Beauty category, but the payment keeps failing. It's been over 24 hours and I'm extremely frustrated.""",1
T00194,C9607,2025-12-08 13:11:11,780,1,7.89,Clothing,Other,Low,"I purchased a clothing item from your website, but I found a small tear in the fabric when I tried it on. I would like to request for a replacement or a refund.",0
T00195,C9835,2025-12-14 18:47:31,233,3,21.85,Beauty,Product,High,"""I recently purchased a Beauty item on your website and received a damaged product. I am extremely disappointed with the condition of the item and would like to request a replacement or a refund. Can you please assist me with this matter as soon as possible?""",1
T00196,C8217,2025-11-30 13:08:21,1867,1,22.75,Electronics,Product,Medium,"Title: Product issue with Electronics item Dear support team, I hope this message finds you well. I'm writing to you regarding an issue with the Electronics item I purchased recently. The item arrived in good condition, but it doesn't work as expected. I'm trying to use it, but it doesn't respond to any input. I would appreciate any help you can provide to resolve this issue. Thank you.",0
T00197,C3620,2025-11-30 15:40:26,1327,1,17.9,Electronics,Product,Medium,"""Hi there, I've recently purchased an Electronics item from your store, but the product is not functioning as expected. I was wondering if you could help me resolve this issue or provide me with a solution to make it work properly. Thank you for your time and assistance.""",0
T00198,C3750,2025-11-17 01:45:44,357,1,11.87,Electronics,Payment,Medium,"Subject: Payment issue for Electronics item Dear Support Team, I am writing to report an issue with my recent payment for an electronics item on your platform. My payment failed and I was unable to complete the transaction. I have double checked my payment information and it seems to be correct. Could you please help me resolve this issue so that I can complete my purchase? Thank you, Aisha",0
T00199,C5791,2025-10-26 21:07:18,537,3,4.42,Groceries,Other,Medium,"Dear [Name of Support], I am writing to report an issue with a recent purchase I made on your platform. While I received my groceries, I noticed that one of the items in my order was missing. I was expecting to receive [Item name], but it was not included in my delivery. Can you please look into this matter and let me know if there is any action I need to take to resolve this issue? Thank you for your",0
T00200,C2271,2025-12-24 14:52:37,1985,2,23.09,Groceries,Refund,High,"I've recently purchased a groceries item from your website, but unfortunately the item turned out to be damaged upon arrival. I'm hoping to request a refund for the item. Thank you for your help.",0
T00201,C9316,2025-10-20 00:56:55,1527,5,28.47,Groceries,Delivery,Medium,"The item I ordered recently has not been delivered yet, despite the estimated delivery date being 3 days ago. I am concerned that something may have happened to my order and I was wondering if there is any update on its status?",0
T00202,C7380,2025-12-20 04:57:28,34,2,17.13,Electronics,Delivery,Medium,"Subject: Electronics Delivery Issue Dear support, I am reaching out in regards to the delivery of my recent purchase from your platform. The item in question is an Electronics product and I was wondering if there have been any updates on its delivery status. Thank you for your assistance. Best regards, Wei",0
T00203,C9148,2026-01-02 22:00:59,1292,3,2.05,Electronics,Other,High,"Subject: Electronics issue Dear Support Team, I am writing to report an issue with an electronics item I purchased on your platform. Upon receiving the product, I found that it was not functioning as expected and I have tried multiple times to resolve the issue using the troubleshooting guide on your website. However, the problem persists and I am extremely frustrated with the situation. I would greatly appreciate your help in resolving this matter as soon as possible. Thank",1
T00204,C5731,2025-11-27 14:53:24,1195,1,13.77,Clothing,Refund,Low,"""I recently purchased a clothing item from your platform but I received a damaged product. I'm extremely frustrated and I'm willing to provide any necessary information to resolve this issue promptly. I would like to request a full refund for the item.""",1
T00205,C2069,2025-11-16 18:30:55,624,0,30.73,Home,Payment,High,"Subject: Payment issue for Home item Hello, I am writing to report an issue with my recent payment for a Home item on your platform. I received an error message stating that my payment was not successful. I have double-checked my card information and tried again, but the issue persists. Can you please help me resolve this? Thank you, Adam",0
T00206,C5731,2025-11-20 03:04:41,1079,1,15.97,Electronics,Other,Medium,"--- Hello, I am experiencing an issue with my Electronics item. The product arrived damaged and I would like to request a replacement or a refund. Thank you.",0
T00207,C1420,2025-11-09 21:43:30,742,4,15.97,Clothing,Refund,High,"Hello, I recently purchased a clothing item on your website and I'm happy with my order. However, I noticed that the item arrived damaged and I would like to request a refund. Can you please guide me through the process to resolve this issue? Thank you.",0
T00208,C9757,2025-11-17 09:14:59,1546,1,39.88,Clothing,Refund,High,"Hi, I recently purchased a Clothing item on your website and it did not fit properly. I would like to request a refund, but I am unable to do so through the website. I have tried contacting your customer service multiple times via phone and email but have received no response. This is a very urgent matter as I need the refund to purchase another item that will fit me properly. Please assist me as soon as possible. Hi, I recently purchased a Cl",1
T00209,C6226,2025-12-16 19:17:44,34,1,25.17,Groceries,Refund,High,Hi there! I recently purchased groceries from your platform and I received a damaged item in my order. I would like to request a refund for this damaged item. Thank you for your assistance.,0
T00210,C8737,2026-01-03 02:54:15,894,4,9.34,Electronics,Payment,Medium,"Subject: Payment issue for Electronics item Dear [e-commerce platform support], I am experiencing an issue with the payment for an Electronics item that I recently purchased on your website. I received an email stating that the payment was successful, however, the item has not yet been shipped. Can you please help me resolve this matter so that I can receive my product in a timely manner? Thank you for your assistance.",0
T00211,C5731,2026-01-01 14:53:25,394,3,22.57,Home,Delivery,Low,"I'm having an issue with the delivery of a home item I purchased recently. The package was marked as delivered, but I have not received it yet. Could you please help me locate the package or provide me with an estimated delivery time? Thank you.",0
T00212,C6376,2025-12-11 19:47:14,1233,3,14.36,Electronics,Other,High,"""My Electronics item arrived damaged. The product does not function as expected and I would like to return it immediately. Can you please provide me with a prompt response and a solution to this issue?""",1
T00213,C8282,2025-11-16 22:50:16,1259,1,15.27,Beauty,Payment,Low,"""I am unable to pay for a Beauty item on your platform. It is an urgent matter and I am extremely frustrated. Please help me resolve this issue as soon as possible.""",1
T00214,C3913,2025-11-23 10:43:55,1223,1,31.72,Home,Product,Medium,My home item has arrived but it is damaged. I would like to initiate a return or request a replacement. Please help. I hope this message finds you well! I'm here to help with any issue you're having with your home item. Can you please provide more information about the damage and when you received the product?,1
T00215,C8205,2025-12-22 04:50:26,545,1,26.36,Home,Other,High,"I'm writing this as a customer who has encountered an issue with my Home item, which is causing a lot of inconvenience. I need this resolved urgently as it's affecting my daily routine and causing frustration. Please help me as soon as possible.",1
T00216,C1175,2025-11-28 08:37:24,509,1,2.05,Electronics,Payment,Medium,"""I am having difficulty completing my payment for an electronics item I recently purchased on your platform. My payment information is being declined, and I am unable to determine the cause. This is a very urgent matter as I need this item as soon as possible, and I am becoming increasingly frustrated with this issue.""",1
T00217,C7397,2026-01-03 04:53:34,1994,0,14.83,Groceries,Payment,Low,"I've recently experienced an issue with my payment for a groceries item. The transaction was successful, but the item has not been shipped yet. I would appreciate some assistance in resolving this matter.",0
T00218,C7380,2025-12-19 18:46:04,1742,2,8.14,Clothing,Product,Low,"""I recently purchased a [product name] from your platform, but the item arrived damaged. The clothing is completely ruined due to the damage. I am extremely frustrated and would like to request a replacement immediately.""",1
T00219,C7596,2025-10-30 20:21:46,1234,0,32.19,Electronics,Other,Low,"I purchased an Electronics item from your website, but it arrived damaged. The packaging was damaged upon delivery and the item itself had a small dent on the corner. I recently bought an Electronics item from your store and it arrived in a damaged condition. The box was damaged during delivery and the product had a small dent on the corner. I kindly ask for your help in resolving this matter.",0
T00220,C4237,2025-12-15 12:45:50,805,3,18.88,Clothing,Delivery,Low,"""Hello, I recently purchased a Clothing item from your platform and was informed that it is delayed due to unforeseen circumstances. I understand that things happen, but I was wondering if there is any information on when it will arrive? Thank you for your help.""",0
T00221,C4908,2026-01-02 18:36:49,1327,0,35.56,Clothing,Payment,High,"Ticket: Hello, I am writing to address the issue with the payment for a clothing item that I recently purchased on your platform. The payment was declined and I would like to know what the issue is and how I can resolve it. Can you please provide me with some assistance? Thank you.",0
T00222,C6782,2026-01-03 07:25:34,868,1,3.84,Electronics,Delivery,High,"""I recently ordered an electronics item on your platform and I am facing a serious delivery issue. The package has not arrived after several days of the estimated delivery date. I am extremely frustrated as this is affecting my work and I need this item urgently.""",1
T00223,C5899,2025-11-10 01:01:14,1209,2,15.35,Groceries,Refund,Low,I have just discovered that my groceries order was not delivered and I have been charged for the items I ordered. I need a refund immediately so I can order from a different platform and get my groceries delivered ASAP.,1
T00224,C3110,2026-01-02 23:35:44,506,0,9.37,Home,Other,High,"Subject: Home Item Issue ""I recently purchased a Home item for my property, but it arrived damaged and I am extremely disappointed with the condition. I would like to speak with someone about resolving this issue as soon as possible.""",1
T00225,C2271,2025-11-09 06:20:47,1987,1,2.05,Electronics,Delivery,High,"Subject: Urgent Delivery Issue for Electronics Item Dear Support Team, I am writing to report an urgent delivery issue with an electronics item that I purchased on your platform. The item was supposed to be delivered two days ago, but it hasn't arrived yet. I am extremely frustrated and would like to know what's going on with my order. Please let me know as soon as possible. Thank you.",1
T00226,C5006,2025-11-13 06:58:37,517,1,2.05,Beauty,Other,Medium,I've noticed that the color of my Beauty item has arrived a bit darker than expected. Can you please check if this is normal or if there was an error in the order? Thank you!,0
T00227,C5731,2025-11-27 06:58:59,1346,2,18.69,Groceries,Product,Medium,"Subject: Groceries Order Issue - Bread Dear support team, I hope this message finds you well. I'm having an issue with my recent groceries order, specifically with the bread. I purchased a loaf of white bread, but received a wheat one instead. Can you please look into this matter and let me know how I can proceed with resolving this issue? Thank you.",0
T00228,C2151,2025-12-08 21:14:08,1170,2,2.05,Beauty,Delivery,High,"Subject: Delayed delivery of Beauty item Dear Support Team, I recently placed an order for a Beauty item on your platform, but it has been over 7 days since the expected delivery date and I have yet to receive my package. This is extremely frustrating as I was really looking forward to using the product. Could you please look into the issue and provide me with an updated delivery estimate or let me know if there is anything else I can do",1
T00229,C7784,2025-12-17 08:39:53,1994,3,6.69,Electronics,Refund,Low,"Subject: Request for Refund for Electronics Item Dear Support Team, I recently purchased an Electronics item from your platform, but I received a defective product. I would like to request a refund for the item. Could you please let me know the steps I need to take to initiate the refund process? Thank you.",0
T00230,C4093,2025-12-30 11:13:07,1994,0,30.57,Beauty,Other,Medium,"Subject: Beauty Product Issue Body: Hello, I hope this message finds you well. I recently purchased a beauty item from your website, but upon receiving it, I noticed that the product was not as described. Could you please let me know how I can proceed to resolve this issue? Thank you for your help. I look forward to hearing from you soon.",0
T00231,C4764,2026-01-03 09:15:30,135,1,6.36,Beauty,Payment,High,"Subject: Urgent Payment Issue for Beauty Item Message: Hi there, I recently made a purchase of a Beauty item on your website, but my payment has not been processed. I was hoping to receive my product as soon as possible, but this issue is preventing me from doing so. Could you please look into this matter and provide me with a prompt resolution? Thank you.",1
T00232,C4660,2025-12-10 13:15:35,651,4,2.59,Groceries,Product,Low,"""I have purchased the item (Name of the product) and it arrived damaged. I was really looking forward to this product and I'm disappointed that it didn't meet my expectations. Could you please assist me in resolving this issue as soon as possible? Thank you.""",1
T00233,C4993,2025-12-24 08:32:26,892,1,43.98,Groceries,Refund,Low,"Subject: Request for Groceries item refund Dear Support Team, I hope this message finds you well. I am writing in regards to my recent purchase of groceries on your platform. Unfortunately, upon receiving the item, I found that it did not meet the quality standards as it was advertised. As a result, I would like to request a full refund for the item. Thank you for your assistance in this matter.",0
T00234,C1420,2025-12-30 15:11:56,1888,2,33.51,Clothing,Delivery,Medium,"Subject: Delivery issue with clothing item Hi there, I recently purchased a clothing item from your platform and I am experiencing an issue with the delivery. The item has not arrived yet despite the estimated delivery date having passed. Could you please look into this matter and provide me with an update on when I can expect my item to arrive? Thank you.",0
T00235,C9316,2025-12-17 15:46:58,1605,1,11.83,Electronics,Refund,Low,"Hi there, I'm experiencing an issue with my recent order of an Electronics item. I would like to request a refund due to the product not functioning as expected. Could you please assist me in resolving this matter? Thank you, Wei",0
T00236,C4660,2025-11-22 00:33:52,784,3,2.05,Beauty,Payment,Low,"Subject: Urgent Payment Issue - Beauty Item Dear support team, I recently made a purchase for a Beauty item on your platform, and I am experiencing an issue with the payment. The payment was successfully processed, but the item has not yet been shipped, despite the estimated delivery date having already passed. I am extremely frustrated and would greatly appreciate your help in resolving this matter as soon as possible. Thank you for your attention to this matter.",1
T00237,C1215,2025-12-31 16:04:42,1541,2,25.02,Electronics,Refund,High,"""Hello, I would like to request a refund for an Electronics item purchased recently. The product arrived damaged and I would like to initiate a return. Can you please provide me with the necessary steps to follow in order to complete the refund process? Thank you.""",0
T00238,C3490,2025-11-18 04:18:00,520,3,15.47,Electronics,Payment,Medium,"--- Subject: Payment issue with Electronics purchase Dear Support Team, I recently made a purchase for an Electronics item on your platform and I am experiencing issues with the payment process. I have tried multiple times to complete the payment but keep encountering error messages. This is extremely frustrating as I urgently need this item and was hoping to receive it soon. Can you please assist me in resolving this issue as soon as possible? Thank you",1
T00239,C5731,2025-12-24 23:13:12,1029,1,43.64,Clothing,Other,Low,"Hi there! I just ordered a blue sweater from your store, and it arrived damaged. The sweater is missing some buttons and the hem is frayed. I would really appreciate it if you could send me a replacement ASAP. This ticket was created with the goal of expressing frustration and urgency while also providing a clear and concise description of the issue. The customer is requesting a replacement for their damaged clothing item, and they are hoping for a",1
T00240,C9383,2025-12-22 00:32:57,314,1,32.23,Beauty,Product,Medium,"""Hello, I am having a serious issue with the product I purchased. The product arrived damaged and is unusable. I am extremely disappointed with this experience and would like to know when I can expect a replacement or a refund. Thank you for your help.""",1
T00241,C1545,2025-11-18 07:13:52,1635,3,11.92,Electronics,Other,Medium,"Hi there! I've just purchased an Electronics item on your platform and I'm experiencing an issue with it. The device doesn't seem to be charging properly, even though it's plugged in. I've tried charging it with a different cable and outlet, but the issue persists. Can you please assist me in resolving this problem? Thank you.",0
T00242,C3608,2025-12-02 13:17:23,1942,3,18.03,Groceries,Delivery,High,"Subject: Urgent Help Required - Delivery Issue for Groceries Order Dear Support Team, I hope this message finds you well. I am writing to report a critical issue with the delivery of my recent groceries order. The package was supposed to arrive on [expected delivery date], however, it has not been delivered yet and I am extremely worried about the condition of the perishable items inside. Can you please look into this matter and provide me with",1
T00243,C4337,2025-12-28 19:36:01,181,1,26.95,Groceries,Refund,Low,"Subject: Urgent: Refund for Groceries order Dear Support Team, I am writing to request a refund for an order of groceries placed on your platform on [date]. Unfortunately, the items delivered were damaged and not suitable for consumption. I have attached images of the damaged goods for your reference. I urge you to process my refund promptly as I am in urgent need of the funds. Thank you for your assistance in this matter.",1
T00244,C4060,2025-10-06 21:53:35,609,1,15.68,Beauty,Refund,High,"--- Hello, I recently purchased a Beauty item from your platform. However, the product did not meet my expectations and I would like to request a refund. Could you please assist me with this matter? Thank you, Daniel",0
T00245,C9148,2025-11-21 03:14:37,1608,1,27.99,Groceries,Product,Medium,"""I recently purchased a groceries item from your platform. Unfortunately, the item arrived damaged and is unusable. I'm extremely frustrated with this experience and would like to know what can be done to resolve this issue promptly.""",1
T00246,C7689,2025-12-06 15:51:16,177,2,47.62,Beauty,Other,Medium,"Hello support team, I purchased a Beauty item from your platform and it arrived damaged. I am extremely frustrated and would like this resolved as soon as possible. Can you please let me know what I need to do in order to get my damaged product replaced or repaired? Can you please help me?",1
T00247,C9757,2025-11-22 17:05:33,936,0,32.05,Home,Other,High,"""Hello, I just noticed that the Home item I ordered recently is damaged upon delivery. The item is not as described in the product listing and I'm very disappointed with the quality. I'm urgently requesting for a replacement or a refund. Can someone please assist me with this matter as soon as possible?""",1
T00248,C1668,2025-11-09 10:22:17,1902,2,2.05,Beauty,Refund,Low,"Dear support, I am writing this ticket to request a refund for a Beauty item that I purchased on your platform recently. I noticed that the product arrived damaged and I would like to request a full refund. Thank you for your help with this matter.",0
T00249,C4093,2025-12-08 14:09:22,1646,1,4.81,Home,Refund,High,"Subject: Urgent Refund Request for Home Item Dear Support Team, I recently purchased a Home item on your platform and I am extremely disappointed to find that it arrived damaged. I have already initiated the return process, but I am yet to receive my refund. This is a major inconvenience and I was wondering when I can expect to receive my refund. I would greatly appreciate your prompt attention to this matter. Thank you.",1
T00250,C8550,2025-11-17 21:17:18,417,5,2.05,Electronics,Product,High,"""I recently purchased an Electronics item from your platform, but the product arrived damaged. I would appreciate a timely response and a resolution to this issue.""",1
