ticket_id,ticket_date,customer_id,customer_tier,num_prev_tickets,avg_response_time_prev,issue_type,ticket_text,priority,sentiment_score,urgent_flag,activity_level
T000198,31/12/2025 15:13,C88990,Platinum,11.0,42.5,Login,I am locked out of my account and need access immediately. This is critical.,High,-0.9976332187652588,1,High
T000199,31/12/2025 21:57,C10112,Classic,1.0,4.5,Product,Could you tell me more about the features of product Z?,Low,-0.9935466647148132,0,Low
T000200,1/1/2026 6:55,C33445,Silver,5.0,19.0,Delivery,My order is taking longer than expected. When will it arrive?,Medium,-0.9984762072563171,0,Medium
T000201,1/1/2026 15:18,C66778,Gold,9.0,34.0,Account,I need to update my phone number on my account urgently.,High,-0.9992089867591858,0,High
T000202,2/1/2026 0:01,C99001,Platinum,10.0,41.5,Payment,I was double charged for my order. I need this resolved right away.,High,-0.9946586489677429,0,High
T000203,2/1/2026 8:49,C22334,Classic,2.0,7.5,Order,I received an incomplete order. What should I do?,Medium,-0.9995786547660828,0,Low
T000204,2/1/2026 18:49,C55667,Silver,4.0,15.5,Refund,I am extremely dissatisfied with the service and demand a full refund immediately.,High,-0.9992184638977051,0,Low
T000205,3/1/2026 2:49,C88990,Gold,8.0,31.5,Login,I cannot get into my account and need it fixed today. This is urgent.,High,-0.8835045695304871,1,Medium
T000206,3/1/2026 12:00,C12345,Classic,1.0,12.5,Login,"I cannot login to my account, please reset my password immediately.",High,-0.9875856637954712,0,Low
T000207,3/1/2026 20:16,C23456,Silver,3.0,20.1,Payment,"My payment failed, can you help me resolve this?",Medium,-0.9997084736824036,0,Medium
T000208,4/1/2026 5:36,C34567,Gold,6.0,30.5,Delivery,"My order is late, I need it by tomorrow.",High,-0.9971250891685486,0,Medium
T000209,4/1/2026 13:36,C45678,Platinum,8.0,40.0,Refund,I want a refund for a faulty product I received.,High,-0.9997778534889221,0,High
T000210,4/1/2026 21:01,C56789,Classic,0.0,5.0,Product,I have a question about the features of product X.,Low,-0.9486272931098938,0,Low
T000211,5/1/2026 7:06,C67890,Silver,2.0,15.0,Order,I need to change the shipping address for my recent order.,Medium,-0.9995855689048767,0,Low
T000212,5/1/2026 14:42,C78901,Gold,5.0,25.5,Account,I need to update my email address on file.,Medium,-0.9995108842849731,0,Medium
T000213,6/1/2026 0:00,C89012,Platinum,10.0,45.0,Login,My account is locked and I urgently need access.,High,-0.9980700612068176,1,High
T000214,6/1/2026 8:42,C90123,Classic,1.0,8.0,Payment,Just checking on a recent payment that went through.,Low,-0.9943971633911133,0,Low
T000215,6/1/2026 16:17,C10112,Silver,4.0,22.0,Delivery,Where is my package? The tracking hasn't updated.,Medium,-0.9994438290596008,0,Medium
T000216,7/1/2026 0:50,C11123,Gold,7.0,35.0,Refund,This is the second time I've had to request a refund for this item.,High,-0.994652271270752,0,High
T000217,7/1/2026 10:22,C12134,Platinum,9.0,42.0,Product,The product I received is broken and not working at all.,High,-0.9997991919517517,0,High
T000218,7/1/2026 18:40,C13145,Classic,2.0,10.0,Order,"I accidentally ordered the wrong size, can I exchange it?",Medium,-0.9995823502540588,0,Low
T000219,8/1/2026 4:26,C14156,Silver,3.0,18.0,Account,Could you assist me in changing my phone number?,Low,-0.9980145692825317,0,Medium
T000220,8/1/2026 12:48,C15167,Gold,5.0,28.0,Login,I'm still unable to log in after several attempts.,High,-0.999561607837677,0,Medium
T000221,8/1/2026 20:06,C16178,Platinum,7.0,38.0,Payment,This recurring charge needs to be stopped immediately.,High,-0.9863278865814209,0,High
T000222,9/1/2026 5:31,C17189,Classic,0.0,3.0,Delivery,Wondering about the estimated delivery date for my order.,Low,-0.9923821091651917,0,Low
T000223,9/1/2026 14:14,C18190,Silver,2.0,14.0,Refund,I'd like to initiate a return for my purchase.,Medium,-0.9503795504570007,0,Low
T000224,9/1/2026 22:27,C19201,Gold,6.0,32.0,Product,The product is not as described on your website.,High,-0.997918426990509,0,High
T000225,10/1/2026 8:29,C20212,Platinum,8.0,44.0,Order,I need to cancel my order right away before it ships.,High,-0.9994852542877197,0,High
T000226,10/1/2026 16:04,C21223,Classic,1.0,6.0,Login,Password reset email not received. Please help.,High,-0.9968944787979126,0,Low
T000227,11/1/2026 0:52,C22234,Silver,4.0,24.0,Payment,"Having trouble completing my payment, the page keeps refreshing.",Medium,0.9996592998504639,0,Medium
T000228,11/1/2026 8:48,C23245,Gold,5.0,29.0,Delivery,My delivery is over a week late and I need it now.,High,-0.9873784184455872,0,Medium
T000229,11/1/2026 18:50,C24256,Platinum,9.0,41.0,Account,I need to change my billing address urgently.,High,-0.9993160963058472,1,High
T000230,12/1/2026 1:52,C25267,Classic,2.0,9.0,Refund,Just inquiring about the refund status for order #12345.,Low,-0.9939907789230347,0,Low
T000231,12/1/2026 12:16,C26278,Silver,3.0,17.0,Product,Can you provide more information about the warranty on this item?,Medium,-0.9980778694152832,0,Medium
T000232,12/1/2026 20:42,C27289,Gold,7.0,36.0,Login,"I'm frustrated, I still can't log in after trying all day.",High,-0.9970219731330872,0,High
T000233,13/1/2026 4:31,C28290,Platinum,10.0,48.0,Delivery,"This is unacceptable, my package has been lost in transit.",High,-0.9997835755348206,0,High
T000234,13/1/2026 13:00,C29301,Classic,1.0,7.0,Order,When will my order be processed?,Low,-0.9987356066703796,0,Low
T000235,13/1/2026 22:31,C30312,Silver,2.0,11.0,Account,I want to update my shipping preferences.,Medium,-0.9991573095321655,0,Low
T000236,14/1/2026 7:23,C31323,Gold,4.0,21.0,Login,My card was charged twice for the same order.,High,-0.9913910627365112,0,Medium
T000237,14/1/2026 14:29,C32334,Platinum,6.0,39.0,Refund,I received the wrong item and need a refund immediately.,High,-0.9989155530929565,0,High
T000238,15/1/2026 0:25,C33345,Classic,0.0,23.0,Other,I have a general question about your services.,Low,0.5384308695793152,0,Medium
T000239,15/1/2026 8:22,C34356,Silver,3.0,19.0,Login,I'm locked out of my account and need access ASAP.,High,-0.9991887211799622,1,Medium
T000240,15/1/2026 16:57,C35367,Gold,5.0,27.0,Delivery,Is there any way to expedite my delivery?,Medium,-0.9996347427368164,0,Medium
T000241,16/1/2026 1:59,C36378,Platinum,8.0,43.0,Product,"The product arrived damaged, I need a replacement urgently.",High,-0.9997254014015198,1,High
T000242,16/1/2026 10:18,C37389,Classic,1.0,23.0,Payment,"My payment was declined, can you check why?",Medium,-0.9976781010627747,0,Medium
T000243,16/1/2026 19:04,C38390,Silver,4.0,23.0,Order,"I need to cancel my order, it was placed by mistake.",High,-0.9996718168258667,0,Medium
T000244,17/1/2026 2:53,C39401,Gold,7.0,31.0,Account,I need to change the primary email for my account.,Medium,-0.9995319843292236,0,Medium
T000245,17/1/2026 12:59,C40412,Platinum,9.0,40.0,Login,"Seriously, I cannot get into my account. This needs fixing now.",High,-0.9991959929466248,0,High
T000246,17/1/2026 20:36,C41423,Classic,2.0,10.0,Delivery,When can I expect my delivery?,Low,-0.9936995506286621,0,Low
T000247,18/1/2026 6:12,C42434,Classic,3.0,16.0,Refund,I'd like to request a refund for item number XYZ.,Medium,-0.9977189898490906,0,Medium
T000248,18/1/2026 14:31,C43445,Gold,6.0,33.0,Login,"Still facing login issues, this is the third time this week.",High,-0.992065966129303,0,High
T000249,18/1/2026 22:36,C44456,Platinum,8.0,46.0,Payment,"My payment information is outdated, please update it.",High,-0.9997237324714661,0,High
T000250,19/1/2026 7:59,C45467,Classic,1.0,8.0,Product,I have a question about the specifications of product Y.,Medium,-0.9920387268066406,0,Low
T000251,21/10/2025 16:39,C12345,Classic,1.0,5.5,Login,"I cannot login to my account, please reset my password asap",High,-0.9908329844474792,1,Low
T000252,22/10/2025 0:26,C67890,Silver,3.0,12.2,Payment,I need assistance with a recent payment on my order,Medium,-0.9960741996765137,0,Low
T000253,22/10/2025 10:25,C11223,Gold,7.0,28.5,Delivery,"My package has not arrived yet, it was supposed to be here yesterday",High,-0.9967465400695801,0,Medium
T000254,22/10/2025 18:18,C44556,Platinum,9.0,35.0,Refund,I demand an immediate refund for this faulty product,High,-0.9997838139533997,0,High
T000255,23/10/2025 1:51,C77889,Classic,0.0,1.0,Product,Just wondering about the warranty for the item I purchased,Low,-0.9562040567398071,0,Low
T000256,23/10/2025 10:30,C99001,Silver,2.0,8.0,Order,I need to change the shipping address for my order,Medium,-0.9996187686920166,0,Low
T000257,23/10/2025 20:59,C22334,Gold,6.0,25.0,Account,I need to update my email address on file,Medium,-0.9994068145751953,0,Medium
T000258,24/10/2025 5:21,C55667,Platinum,10.0,40.0,Login,"My account is locked and I need access immediately, this is very frustrating",High,-0.9994970560073853,0,High
T000259,24/10/2025 13:53,C88990,Classic,1.0,3.0,Delivery,"When can I expect my delivery, it has been a few days",Low,-0.9946016073226929,0,Low
T000260,24/10/2025 21:11,C10112,Silver,4.0,15.0,Refund,I am requesting a refund for a damaged item,Medium,-0.9992789626121521,0,Low
T000261,25/10/2025 5:56,C33445,Gold,8.0,30.0,Payment,"There was an incorrect charge on my credit card, please fix this urgently",High,-0.9990836381912231,1,Medium
T000262,25/10/2025 14:34,C66778,Platinum,5.0,22.0,Product,The product I received is not what was advertised,Medium,-0.9997001886367798,0,Medium
T000263,26/10/2025 0:14,C99101,Classic,2.0,7.0,Login,I'm locked out of my account and need help now,High,-0.9994561076164246,0,Low
T000264,26/10/2025 9:18,C22556,Silver,3.0,10.0,Delivery,"My order tracking is not updating, can you check on it",Medium,-0.9990838766098022,0,Low
T000265,26/10/2025 16:35,C55889,Gold,7.0,29.0,Order,"I need to cancel an order placed earlier today, it's urgent",High,-0.9974387884140015,1,Medium
T000266,27/10/2025 1:29,C88112,Platinum,9.0,38.0,Account,I need to change my primary phone number urgently,High,-0.9993999004364014,1,High
T000267,27/10/2025 10:18,C11334,Classic,0.0,2.0,Payment,Could you confirm the status of my last payment,Low,-0.9751033186912537,0,Low
T000268,27/10/2025 18:12,C44667,Silver,5.0,18.0,Product,Having an issue with the setup instructions for the new gadget,Medium,-0.9993583559989929,0,Medium
T000269,28/10/2025 3:30,C77990,Gold,6.0,26.0,Refund,"This is the second time I'm requesting a refund for this issue, please expedite",High,-0.9943140745162964,0,Medium
T000270,28/10/2025 13:26,C10123,Platinum,8.0,32.0,Login,"I am still unable to log in after multiple attempts, I need this resolved today",High,-0.9986869692802429,0,High
T000271,28/10/2025 20:27,C33556,Classic,1.0,4.0,Other,Just a quick question about your return policy,Low,-0.9945447444915771,0,Low
T000272,29/10/2025 6:08,C66889,Silver,3.0,11.0,Delivery,"My delivery is late again, this is unacceptable",High,-0.9997609257698059,0,Low
T000273,29/10/2025 14:03,C99201,Gold,7.0,27.0,Payment,I have a question about a billing discrepancy,Medium,-0.9912161827087402,0,Medium
T000274,29/10/2025 22:08,C22667,Platinum,10.0,42.0,Product,"The item is not working at all, I need a replacement immediately",High,-0.999680757522583,0,High
T000275,30/10/2025 8:23,C55990,Classic,2.0,6.0,Account,I want to update my billing address,Medium,-0.9989963173866272,0,Low
T000276,30/10/2025 17:04,C88223,Silver,4.0,14.0,Order,"When will my order ship, I haven't received a confirmation yet",Low,-0.9988351464271545,0,Low
T000277,31/10/2025 1:43,C11445,Gold,9.0,33.0,Login,"My password reset link is not working, I need access urgently",High,-0.9992693066596985,0,High
T000278,31/10/2025 9:28,C44778,Platinum,5.0,23.0,Refund,"I am very frustrated with the delay in my refund, please process it now",High,-0.9985805749893188,0,Medium
T000279,31/10/2025 18:40,C77001,Classic,1.0,3.5,Delivery,Can you provide an update on my shipment status,Medium,-0.9856305718421936,0,Low
T000280,1/11/2025 2:38,C10234,Silver,3.0,9.0,Product,I need some clarification on the features of this product,Low,-0.9985418319702148,0,Low
T000281,1/11/2025 11:03,C33667,Gold,8.0,31.0,Account,I need to change the email associated with my account,Medium,-0.9993044137954712,0,Medium
T000282,1/11/2025 20:43,C66990,Platinum,6.0,29.5,Payment,"Incorrect amount charged, please refund the difference immediately",High,-0.9974328875541687,0,Medium
T000283,2/11/2025 4:30,C99301,Classic,0.0,1.5,Login,"I can't get into my account, please help me quickly",High,-0.9985384941101074,0,Low
T000284,2/11/2025 13:53,C22778,Silver,5.0,16.0,Order,I want to track the status of my recent order,Medium,-0.9752072691917419,0,Medium
T000285,2/11/2025 22:04,C56001,Gold,7.0,28.0,Delivery,"My delivery is significantly delayed, I need this fixed",High,-0.9993808269500732,0,Medium
T000286,3/11/2025 5:53,C88334,Platinum,9.0,39.0,Refund,I require an urgent refund for my order that was never delivered,High,-0.9997110962867737,1,High
T000287,3/11/2025 14:38,C11556,Classic,2.0,5.0,Product,Could you tell me more about the materials used in this item,Low,-0.9108816385269165,0,Low
T000288,4/11/2025 0:47,C44889,Silver,3.0,10.5,Login,"I'm having trouble logging in, can you assist",Medium,-0.9978658556938171,0,Low
T000289,4/11/2025 8:46,C77112,Gold,8.0,30.5,Payment,"There is a problem with my payment, I need it resolved now",High,-0.9992859959602356,0,Medium
T000290,4/11/2025 17:42,C10345,Platinum,10.0,41.0,Order,"My order is incorrect, I need it fixed immediately",High,-0.9995958209037781,0,High
T000291,5/11/2025 2:53,C33778,Classic,1.0,4.5,Account,Just wanted to update my shipping address,Low,-0.9990063309669495,0,Low
T000292,5/11/2025 9:59,C67001,Silver,4.0,13.0,Refund,I'm requesting a refund for a returned item,Medium,-0.995360791683197,0,Low
T000293,5/11/2025 18:54,C99401,Gold,6.0,25.5,Login,"My account is frozen, I need access ASAP",High,-0.9994451403617859,1,Medium
T000294,6/11/2025 4:17,C22889,Platinum,7.0,36.0,Delivery,"My package is lost, I need a replacement or refund immediately",High,-0.9997691512107849,0,High
T000295,6/11/2025 11:58,C56112,Classic,1.0,3.0,Product,Having some difficulty using the product I bought,Medium,-0.9993165731430054,0,Low
T000296,6/11/2025 20:59,C88445,Silver,3.0,9.5,Other,Can you provide more information about your loyalty program,Low,-0.5372412204742432,0,Low
T000297,7/11/2025 5:52,C11667,Gold,9.0,32.5,Payment,"This payment is incorrect, please correct it urgently",High,-0.9938941597938538,1,High
T000298,7/11/2025 15:21,C44990,Platinum,5.0,24.0,Account,"I need to change my password, it's been a while",Medium,-0.9991484880447388,0,Medium
T000299,7/11/2025 23:52,C77223,Classic,2.0,7.5,Delivery,"My order is still not here, this is unacceptable",High,-0.9997027516365051,0,Low
T000300,8/11/2025 6:53,C10456,Silver,4.0,11.5,Product,When will the out of stock item be available again,Low,-0.996613085269928,0,Low
T000301,8/11/2025 15:29,C33889,Gold,8.0,29.0,Refund,"I need an immediate refund for this damaged product, I'm very unhappy",High,-0.9998132586479187,0,Medium
T000302,9/11/2025 0:50,C12345,Classic,2.0,5.5,Login,"I cannot login to my account, please reset my password immediately.",High,-0.9875856637954712,0,Low
T000303,9/11/2025 8:54,C67890,Silver,4.0,15.2,Payment,"My payment for order #ORD789012 failed, can you assist?",Medium,-0.9997369647026062,0,Low
T000304,9/11/2025 18:03,C11223,Gold,7.0,30.1,Delivery,My package for order #ORD345678 has not arrived and it's overdue.,High,-0.998656153678894,0,Medium
T000305,10/11/2025 3:33,C44556,Platinum,10.0,40.5,Refund,"I need a refund for product XYZ, it arrived damaged and I'm very frustrated.",High,-0.9997828602790833,0,High
T000306,10/11/2025 12:14,C77889,Classic,1.0,2.1,Product,I have a question about the specifications of product ABC.,Low,-0.9941233992576599,0,Low
T000307,10/11/2025 20:31,C99001,Silver,3.0,10.0,Order,Where is my order #ORD987654? The estimated delivery was yesterday.,Medium,-0.9987667798995972,0,Low
T000308,11/11/2025 3:58,C22334,Gold,6.0,25.8,Account,I need to change the shipping address for my upcoming order.,Medium,-0.9995982050895691,0,Medium
T000309,11/11/2025 12:49,C55667,Classic,9.0,38.9,Login,My account is locked and I urgently need access.,High,-0.9980700612068176,1,High
T000310,11/11/2025 21:20,C88990,Classic,0.0,1.0,Other,Just a general inquiry about your return policy.,Low,-0.5380732417106628,0,Low
T000311,12/11/2025 5:53,C10112,Silver,5.0,20.3,Payment,"I was charged twice for order #ORD112233, please fix this asap.",High,-0.9982559084892273,1,Medium
T000312,12/11/2025 15:55,C33445,Gold,8.0,35.0,Delivery,"My delivery for order #ORD445566 is stuck in transit for over a week, this is unacceptable.",High,-0.9997957348823547,0,High
T000313,13/11/2025 0:28,C66778,Platinum,12.0,45.0,Refund,"I demand a refund for the faulty item, it's not working at all.",High,-0.9997946619987488,0,High
T000314,13/11/2025 9:24,C99000,Classic,3.0,7.2,Product,The product I received is not what was advertised on your website.,Medium,-0.9996809959411621,0,Low
T000315,13/11/2025 16:41,C12121,Silver,4.0,18.5,Order,Can you please provide an update on order #ORD778899?,Medium,-0.9952534437179565,0,Medium
T000316,14/11/2025 1:07,C44554,Gold,7.0,28.0,Login,I am trying to update my billing information but the system is not allowing me.,Medium,-0.9994587302207947,0,Medium
T000317,14/11/2025 10:43,C77887,Platinum,11.0,23.0,Login,I am locked out of my account and need immediate assistance.,High,-0.9993689656257629,0,High
T000318,14/11/2025 18:56,C10010,Classic,1.0,3.0,Other,I'd like to know if you offer gift wrapping services.,Low,0.9977453351020813,0,Low
T000319,15/11/2025 4:30,C22332,Silver,6.0,22.5,Payment,My credit card was declined but I know I have sufficient funds.,Medium,0.9979434609413147,0,Medium
T000320,15/11/2025 11:35,C55665,Gold,9.0,33.3,Delivery,"My delivery for order #ORD223344 is late again, this is the second time.",High,-0.99946528673172,0,High
T000321,15/11/2025 20:22,C88998,Platinum,10.0,39.5,Refund,I am extremely unhappy with the product and want a full refund immediately.,High,-0.9996610879898071,0,High
T000322,16/11/2025 4:47,C11221,Classic,2.0,6.1,Product,"I received the wrong size for product DEF, please advise on exchange.",Medium,-0.9995599389076233,0,Low
T000323,16/11/2025 13:45,C33443,Silver,5.0,16.0,Order,"I need to cancel order #ORD556677, is it still possible?",Medium,-0.9996578693389893,0,Medium
T000324,16/11/2025 22:15,C66776,Gold,8.0,29.1,Account,I want to update my contact phone number.,Low,-0.998908519744873,0,Medium
T000325,17/11/2025 8:36,C99009,Platinum,10.0,41.0,Login,"My password reset link is not working, I need access urgently.",High,-0.9991803765296936,0,High
T000326,17/11/2025 15:49,C13131,Classic,0.0,1.5,Other,Could you tell me where your company is based?,Low,-0.9986730813980103,0,Low
T000327,18/11/2025 1:16,C45454,Silver,7.0,23.0,Payment,"I see a fraudulent charge on my account, please investigate.",High,-0.9904868006706238,0,Medium
T000328,18/11/2025 8:42,C78787,Gold,9.0,36.5,Delivery,The delivery driver left my package in an unsafe location.,High,-0.9997686743736267,0,High
T000329,18/11/2025 17:36,C11010,Platinum,11.0,43.0,Refund,This product is defective and I need a replacement or refund right away.,High,-0.9997873902320862,0,High
T000330,19/11/2025 2:07,C21212,Classic,3.0,8.0,Product,"I'm having trouble assembling product GHI, can you help?",Low,-0.9995397329330444,0,Low
T000331,19/11/2025 10:52,C51515,Silver,4.0,14.0,Order,What is the status of order #ORD889900?,Medium,-0.9982680082321167,0,Low
T000332,19/11/2025 20:36,C81818,Gold,7.0,27.5,Account,I need to change my primary email address associated with the account.,Medium,-0.9995852112770081,0,Medium
T000333,20/11/2025 4:12,C12112,Platinum,10.0,37.0,Login,I cannot access my account and it's crucial I get in today.,High,-0.9317548871040344,0,High
T000334,20/11/2025 14:12,C31313,Classic,1.0,4.0,Other,I was wondering about your loyalty program.,Low,0.8029519319534302,0,Low
T000335,20/11/2025 21:18,C41414,Silver,6.0,20.0,Payment,My payment was processed but I did not receive confirmation.,Medium,-0.9995965361595154,0,Medium
T000336,21/11/2025 5:58,C51515,Gold,8.0,31.0,Delivery,My order #ORD112233 is still not here and it was supposed to be here days ago.,High,-0.9992741942405701,0,Medium
T000337,21/11/2025 15:53,C61616,Classic,12.0,40.0,Refund,"The item I received is not as described, I want my money back immediately.",High,-0.9967838525772095,0,High
T000338,21/11/2025 23:20,C71717,Classic,2.0,23.0,Product,I have a question about the warranty for product JKL.,Medium,-0.9954195022583008,0,Medium
T000339,22/11/2025 8:41,C81818,Silver,5.0,17.0,Order,Can you confirm my order #ORD445566 has been shipped?,Medium,-0.9980539083480835,0,Medium
T000340,22/11/2025 17:38,C91919,Classic,9.0,34.0,Account,I need to update my billing address before my next order.,Medium,-0.9995115995407104,0,High
T000341,23/11/2025 1:18,C10101,Platinum,10.0,39.0,Login,I'm locked out of my account and I need to make a purchase urgently.,High,-0.9993771910667419,0,High
T000342,23/11/2025 11:04,C11111,Classic,0.0,2.0,Other,Do you offer international shipping?,Low,-0.9648112058639526,0,Low
T000343,23/11/2025 20:07,C12112,Silver,7.0,23.0,Payment,My payment for order #ORD778899 was declined unexpectedly.,High,-0.9992907047271729,0,Medium
T000344,24/11/2025 4:25,C13131,Gold,9.0,37.5,Delivery,This is the third time my delivery for order #ORD223344 has been delayed.,High,-0.9990122318267822,0,High
T000345,24/11/2025 12:48,C14141,Platinum,11.0,44.0,Refund,I received a damaged item and I need a refund as soon as possible.,High,-0.9994584918022156,0,High
T000346,24/11/2025 20:22,C15151,Classic,5.0,9.0,Product,The product I ordered seems to be faulty.,Medium,-0.9997969269752502,0,Medium
T000347,25/11/2025 4:48,C16161,Silver,4.0,15.0,Order,I'm concerned about the status of order #ORD556677.,Medium,0.545069694519043,0,Low
T000348,25/11/2025 14:49,C17171,Gold,7.0,29.0,Account,I would like to add a secondary email to my account.,Low,-0.9978535771369934,0,Medium
T000349,25/11/2025 22:44,C18181,Platinum,10.0,40.5,Login,I cannot log in to my account and require immediate assistance.,High,-0.9968039989471436,0,High
T000350,26/11/2025 7:51,C19191,Classic,1.0,3.5,Other,Could you please explain your privacy policy?,Low,-0.9970556497573853,0,Low
T000351,26/11/2025 15:20,C20202,Silver,6.0,21.0,Payment,There's an issue with the payment processing for my latest order.,Medium,-0.9990134239196777,0,Medium
T000352,27/11/2025 0:51,C12345,Classic,2.0,5.5,Login,I cannot login to my account and need a password reset immediately.,High,-0.9957306981086731,0,Low
T000353,27/11/2025 8:41,C67890,Silver,4.0,12.0,Payment,I'm having trouble processing a payment for my recent order.,Medium,-0.9996756315231323,0,Low
T000354,27/11/2025 18:59,C11223,Gold,7.0,28.5,Delivery,My package has been delayed for over a week and I need an update ASAP.,High,-0.999071478843689,1,Medium
T000355,28/11/2025 1:55,C44556,Platinum,10.0,40.0,Refund,I requested a refund for order #98765 but haven't received it yet. This is urgent.,High,-0.5750836133956909,1,High
T000356,28/11/2025 12:08,C77889,Classic,1.0,2.0,Product,Just wondering about the specifications of the new XYZ gadget.,Low,-0.982083797454834,0,Low
T000357,28/11/2025 19:12,C99001,Silver,3.0,8.0,Order,Can you help me track my order #12345?,Medium,-0.9977594614028931,0,Low
T000358,29/11/2025 5:14,C22334,Gold,6.0,25.0,Account,"I need to change the shipping address on my account, please.",Medium,-0.9990862607955933,0,Medium
T000359,29/11/2025 14:12,C55667,Platinum,9.0,38.0,Login,My account is locked and I cannot access anything. I need immediate assistance.,High,-0.9994454979896545,0,High
T000360,29/11/2025 22:11,C88990,Classic,0.0,0.0,Other,"Hello, I have a general question about your return policy.",Low,-0.500257134437561,0,Low
T000361,30/11/2025 6:14,C10112,Silver,5.0,15.0,Refund,My refund for order #54321 is taking longer than expected.,Medium,-0.9990034699440002,0,Medium
T000362,30/11/2025 15:42,C31415,Gold,8.0,32.0,Login,I'm locked out of my account and this is the second time this month. Fix it now!,High,-0.9989277720451355,1,High
T000363,30/11/2025 23:45,C71828,Platinum,12.0,45.0,Delivery,My delivery is extremely late. I need to know where it is right now.,High,-0.9996227025985718,0,High
T000364,1/12/2025 8:35,C92653,Classic,3.0,7.0,Payment,There's an incorrect charge on my credit card statement.,Medium,-0.9994899034500122,0,Low
T000365,1/12/2025 17:29,C58979,Silver,2.0,4.0,Product,I'd like to know if the blue widget comes in red.,Low,-0.9946625828742981,0,Low
T000366,2/12/2025 1:44,C32384,Gold,5.0,22.0,Order,I need to cancel order #67890 if possible.,Medium,-0.9996969699859619,0,Medium
T000367,2/12/2025 11:01,C62643,Platinum,11.0,42.0,Account,"I need to update my billing information urgently, my card has expired.",High,-0.9983772039413452,1,High
T000368,2/12/2025 18:45,C38327,Classic,1.0,3.0,Login,Password reset failed. I cannot login. Help me please!,High,-0.999482274055481,1,Low
T000369,3/12/2025 4:48,C95028,Silver,4.0,10.0,Login,"My order arrived damaged, I need to initiate a return.",Medium,-0.9996100068092346,0,Low
T000370,3/12/2025 11:36,C36897,Gold,7.0,30.0,Refund,It's been 10 days and I still haven't received my refund for order #11223.,High,-0.9990236759185791,0,Medium
T000371,3/12/2025 21:01,C10471,Platinum,9.0,39.0,Payment,"This payment is very important, please process it immediately. I'm frustrated.",High,-0.9988740086555481,1,High
T000372,4/12/2025 5:17,C84626,Classic,2.0,6.0,Account,Could you please assist me in updating my email address?,Low,-0.9929131865501404,0,Low
T000373,4/12/2025 13:53,C48625,Classic,3.0,9.0,Login,"I'm having trouble logging into my account, can you check?",Medium,-0.9990236759185791,0,Low
T000374,4/12/2025 22:40,C30987,Gold,6.0,26.0,Delivery,My package was supposed to be here yesterday. I need it urgently.,High,-0.9896160364151001,1,Medium
T000375,5/12/2025 7:55,C59492,Platinum,10.0,41.0,Product,This product is not working as advertised. I need a resolution today.,High,-0.9978121519088745,0,High
T000376,5/12/2025 17:09,C17384,Classic,0.0,0.0,Order,Just checking on the status of order #44556.,Low,-0.9956488013267517,0,Low
T000377,6/12/2025 0:36,C45918,Silver,5.0,13.0,Refund,My refund for item #33445 is still pending.,Medium,-0.9810398817062378,0,Medium
T000378,6/12/2025 9:55,C85093,Gold,8.0,33.0,Login,I am locked out of my account. This is becoming a serious issue.,High,-0.9987731575965881,0,High
T000379,6/12/2025 18:35,C34589,Platinum,11.0,43.0,Delivery,My delivery is missing. I need this found or replaced immediately.,High,-0.9997512698173523,0,High
T000380,7/12/2025 2:09,C84688,Classic,3.0,8.5,Payment,There seems to be an issue with my last payment.,Medium,-0.9987805485725403,0,Low
T000381,7/12/2025 11:03,C68990,Silver,2.0,5.0,Product,I'm interested in purchasing the new smart watch.,Low,0.9662466049194336,0,Low
T000382,7/12/2025 20:32,C75319,Gold,5.0,23.0,Order,I need to change the item in my order #77889 as soon as possible.,High,-0.9994723200798035,0,Medium
T000383,8/12/2025 5:09,C98765,Platinum,10.0,44.0,Account,My account is compromised. Please secure it urgently.,High,-0.9967569708824158,1,High
T000384,8/12/2025 13:36,C11121,Classic,1.0,1.5,Login,I forgot my password and can't log in. I need help now.,High,-0.9990257024765015,0,Low
T000385,8/12/2025 22:15,C31313,Silver,4.0,11.0,Refund,When can I expect my refund for order #99001?,Medium,-0.9985860586166382,0,Low
T000386,9/12/2025 7:06,C52525,Gold,7.0,29.0,Delivery,My delivery is late again. This keeps happening.,High,0.9892011880874634,0,Medium
T000387,9/12/2025 16:04,C87878,Platinum,9.0,37.0,Payment,I'm being double-charged for my subscription. Fix this immediately.,High,-0.9991449117660522,0,High
T000388,10/12/2025 0:08,C24242,Classic,5.0,23.0,Product,Could you tell me more about the warranty on this item?,Low,-0.9963292479515076,0,Medium
T000389,10/12/2025 7:44,C63636,Silver,3.0,7.5,Login,I'm having trouble with my login credentials.,Medium,-0.9997519850730896,0,Low
T000390,10/12/2025 16:54,C90909,Gold,6.0,24.0,Order,I received the wrong item in my order #22334.,Medium,-0.999599277973175,0,Medium
T000391,11/12/2025 1:05,C12121,Platinum,11.0,40.5,Refund,I need my refund processed urgently. This has taken too long.,High,-0.9996938705444336,1,High
T000392,11/12/2025 10:18,C41414,Classic,0.0,0.0,Other,I'd like to provide some feedback on your website.,Low,0.9901382923126221,0,Low
T000393,11/12/2025 19:34,C59595,Silver,5.0,14.0,Delivery,My package is showing as delivered but I haven't received it.,Medium,-0.9985271692276001,0,Medium
T000394,12/12/2025 3:43,C78787,Gold,8.0,31.0,Login,I'm locked out of my account and need access urgently.,High,-0.9987810254096985,0,Medium
